"artistName","trackName","trackID","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"Arctic Monkeys","Cornerstone","5bsnLiT00hG37qd8p2jdVl",0.287,0.721,9,-5.81,1,0.0387,0.00764,0,0.328,0.763,169.252,197973,4
"Tyler Burkhart","Dream of you","6fEfritF0crREh9SaurAzn",0.531,0.143,7,-21.544,1,0.0331,0.942,0.937,0.106,0.208,93.993,153089,4
"Peach Tree Rascals","Fumari","3x83QOXdKdlc5J6FRjaNWC",0.908,0.636,4,-7.987,1,0.0364,0.066,0,0.161,0.925,126.019,120000,4
"Arctic Monkeys","Piledriver Waltz","4Ai0ANRDYwx6mCD4Uty1WS",0.443,0.865,4,-4.547,1,0.0391,0.00724,0.000116,0.468,0.474,110.008,203880,4
"B.I","BTBT","4XcxgZSriCYamtIA7BgT7V",0.766,0.664,9,-6.932,0,0.177,0.334,0,0.115,0.509,109.946,219550,4
"Wallows","Nobody Gets Me (Like You)","3st8GdrmGNJFupn8bffZ19",0.57,0.887,2,-1.089,1,0.0382,0.0365,5.21e-06,0.783,0.818,115.889,157613,4
"Vansire","The Latter Teens","6qr6qpP9J9YBBYsVmJFd5c",0.658,0.441,11,-10.008,0,0.0436,0.681,0.241,0.109,0.354,129.599,221648,4
"HUNNY","Televised","35Ki1lvKPC2sFBD3GmKdRG",0.591,0.746,8,-7.762,1,0.0444,0.000729,0,0.127,0.432,107.965,194717,4
"Rebounder","Boy Friday","6m4HXSKTg6hdyksSY2irOW",0.711,0.519,5,-8.827,1,0.0322,0.0803,0.014,0.0845,0.958,97.006,183170,4
"Malcolm Todd","Out of Bounds","2K7zaTAcTUXJseGQiIje6S",0.6,0.48,4,-9.502,0,0.372,0.446,6.12e-05,0.127,0.7,170.444,101647,4
"Takayoshi","when ur around - sped up","2iWh5kVJ0QvbLmIQ0SAtjx",0.693,0.466,6,-12.727,1,0.0655,0.633,0.472,0.103,0.963,149.027,82148,4
"Takayoshi","i miss u","76CTNBMeUmNLAnpah6pFVU",0.758,0.418,8,-10.282,1,0.0752,0.531,0.717,0.102,0.452,80.014,118500,4
"Current Blue","fever dream","68foAtx812B9N6s6j6EZsG",0.857,0.502,4,-11.336,0,0.0405,0.145,0.0015,0.102,0.343,95.986,116094,4
"HYBS","Would You Mind - pongypong Remix","1GXObj02dLg4TIG42O3RmE",0.863,0.664,0,-8.393,1,0.0591,0.402,0.503,0.0971,0.818,101.991,170735,4
"Weston Estate","Where Do We Go?","1TgsOHSom5y3iJjfi22jN2",0.465,0.673,7,-8.126,0,0.0589,0.524,0,0.122,0.397,158.078,170793,4
"Noah Guy","HARD KNOCK LULLABY","5nAXbVukFLJ2Wd795L1kwS",0.665,0.427,4,-7.621,1,0.0325,0.77,0.00297,0.11,0.103,75.051,153600,4
"Current Blue","Six Speed","38loOBAgDgCW4pFWyH9cey",0.51,0.327,7,-6.154,1,0.504,0.335,0,0.119,0.523,37.399,120000,4
"Danny Dwyer","Chinatown Market","2P3ivJNqXmKRXV58dog6f7",0.762,0.582,7,-5.731,1,0.0554,0.539,1.06e-06,0.151,0.588,142.57,132509,3
"Wallows","Pleaser","11zf7m4vw9Ze7cer9Nyhk1",0.497,0.914,9,-4.308,1,0.0455,0.126,1.98e-05,0.274,0.385,148.893,187896,4
"Wallows","Just Like a Movie","0Jgbauc8Nv2OOjR5ERW28B",0.449,0.825,11,-5.177,1,0.037,0.00121,0,0.208,0.223,135.934,247613,4
"Paul McCartney","The Kiss Of Venus","28kOGtTZzbfQ8fMmTwjRFq",0.715,0.374,8,-6.665,1,0.0399,0.627,0,0.11,0.633,89.982,143531,4
"Luna Li","cloud castle","6cSkQRxoJt6FHGrWVIGDTJ",0.556,0.563,0,-6.731,1,0.0523,0.04,0.9,0.245,0.349,83.9,63214,4
"Luna Li","flower","2M93dEhTENpjqHOAqzxkEt",0.558,0.872,8,-5.241,1,0.0437,0.199,0.583,0.0862,0.271,150.006,48200,4
"beabadoobee","Spacing Out","6Jmr2w49vC2cj4fPgmkjfH",0.346,0.348,2,-9.181,1,0.0278,0.898,0.757,0.0937,0.441,80.92,100560,4
"Luna Li","daydream","1t0faf8iw1XbaJ0yznpPcB",0.44,0.454,10,-9.889,1,0.0432,0.349,0.973,0.412,0.248,86.809,69051,4
"beabadoobee","If You Want To","7I1kle4TNmkfednJDKo8GR",0.666,0.527,9,-5.851,1,0.034,0.109,9.02e-05,0.132,0.37,115.979,223638,4
"Luna Li","skiptracing lullaby","3puGSgmY9OwIbhmx7XZ31h",0.646,0.288,3,-11.479,1,0.0315,0.927,0.00087,0.114,0.134,110.213,61983,4
"Laufey","From The Start","1Ukxccao1BlWrPhYkcXbwZ",0.664,0.405,1,-7.413,1,0.08,0.877,0.000765,0.11,0.743,81.89,169573,3
"beabadoobee","broken cd","77cuLtsUljaHBNpG89GpqE",0.533,0.253,5,-12.698,1,0.0306,0.846,0.155,0.66,0.299,103.585,170280,4
"Luna Li","Misery Moon","5EwRVuWJpNNMYM4UkT561o",0.797,0.313,3,-12.42,0,0.0421,0.819,0.23,0.108,0.432,119.78,68732,4
"beabadoobee","You’re here that’s the thing","68SSN8C0cJmUEXJkGyNYqe",0.677,0.404,0,-9.205,1,0.0422,0.745,8.2e-06,0.105,0.251,108.008,198600,4
"Arctic Monkeys","Fireside","4atMrAadB7dS8xn9vfk9PQ",0.538,0.953,9,-5.611,0,0.056,0.0234,0.00126,0.113,0.74,100.033,181049,4
"NewJeans","Ditto","3r8RuvgbX9s7ammBn07D3W",0.814,0.641,6,-5.957,0,0.111,0.027,0,0.0993,0.183,133.854,185507,4
"Billy Idol","Eyes Without A Face","0pUVeEgZuNyFzIMKp67RbS",0.391,0.815,9,-6.197,1,0.0518,0.0177,0.00226,0.276,0.647,84.383,299240,4
"The Stone Roses","She Bangs the Drums - Remastered","3clIHVzJ9J2rvvrFUKLICo",0.339,0.976,9,-4.782,1,0.0909,0.00649,0.00672,0.123,0.672,144.723,232333,4
"The Smiths","Panic - 2011 Remaster","64D3dzWyj0GpQT1AHx4kbK",0.53,0.861,7,-4.67,1,0.0372,0.0175,0.0177,0.0857,0.844,130.476,140507,4
"IVE","ELEVEN","7n2FZQsaLb7ZRfRPfEeIvr",0.828,0.731,9,-3.033,1,0.111,0.0617,0,0.048,0.587,119.978,178453,4
"NMIXX","DICE","5aaE27JUylnG7aPtGJPrrC",0.557,0.798,7,-3.331,1,0.253,0.0839,0,0.302,0.63,131.085,165747,4
"Lou Reed","Satellite of Love","5WyuRWUcOOhAic0tj9Pl28",0.458,0.502,5,-10.186,1,0.0294,0.442,5.51e-06,0.299,0.571,121.861,221120,4
"The Clash","Stay Free - Remastered","32rUsiLCvd1yZWr4UFUoiu",0.517,0.858,7,-6.03,1,0.0672,0.115,0.000244,0.121,0.669,150.645,220587,4
"JT Music","Join Us for a Bite","4E6QZS2KoOE1U64yMrtpIN",0.595,0.752,1,-5.651,1,0.0361,0.0461,0,0.107,0.386,85.987,236512,4
"Griffinilla","Stay Calm (feat. Jeff Burgess)","1uEirYIgTtCnojbufoer37",0.838,0.619,0,-6.906,0,0.0686,0.0133,7.54e-05,0.342,0.859,114.021,181069,4
"Kavinsky","Nightcall","0U0ldCRmgCqhVvD6ksG63j",0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,258413,4
"New Order","Blue Monday - 2016 Remaster","1RSy7B2vfPi84N80QJ6frX",0.793,0.703,0,-9.548,1,0.0581,0.000726,0.88,0.075,0.856,130.27,450800,4
"Blur","Parklife","7FSzJQV6thyoQptFCUTV9c",0.628,0.89,4,-6.094,1,0.0675,0.121,0,0.281,0.722,138.787,185093,4
"Happy Mondays","Step On - 2007 Remaster","4gAU0cHQJFxj1n2ZDiEIzG",0.595,0.889,7,-7.163,1,0.0332,1.12e-05,0.551,0.118,0.45,105.153,318507,4
"The Neighbourhood","Daddy Issues","5E30LdtzQTGqRvNd7l6kG5",0.588,0.521,10,-9.461,1,0.0329,0.0678,0.149,0.123,0.337,85.012,260173,4
"Heaven 17","Temptation","6iylqkbmhmMuALYYrvoh2y",0.725,0.884,10,-5.161,0,0.1,0.036,1.05e-05,0.105,0.364,126.785,214093,4
"Meat Loaf","Paradise By the Dashboard Light","2g7gviEeJr6pyxO7G35EWQ",0.326,0.872,2,-7.602,1,0.122,0.214,0,0.461,0.492,173.381,508333,4
"SSAK3","In The Summer by SSAK3 (Feat. Kwang Hee Hwang)","1MELIJNsr1KyHJOJufbheK",0.723,0.914,8,-4.821,1,0.0568,0.0227,3.09e-05,0.287,0.863,105.988,281016,4
"My Singing Monsters","Plant Island","7aGqelrs2xwwN0BZYllFDs",0.717,0.637,8,-10.716,1,0.0326,0.0118,0.000109,0.122,0.891,139.992,195429,4
"Kim Petras","They Wanna Fuck","27mMvmKRyrsz7i2cfTMgSQ",0.963,0.516,7,-4.001,1,0.293,0.117,0.000125,0.127,0.655,127.995,150000,4
"Yerachmiel Begun & The Miami Boys Choir","Yerushalayim - Live Version","0edWjtiyrT31785vfCnXgc",0.453,0.837,7,-6.273,0,0.0933,0.129,0,0.978,0.558,174.987,251089,4
"Yeah Yeah Yeahs","Heads Will Roll","4WiIscpBgQFm5qIyjoH7M4",0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.009,221000,4
"Adventure Time","Oh Fionna (feat. Neil Patrick Harris & Madeleine Martin)","3zbxvu3VUnsrguF8hWpfjI",0.429,0.207,1,-16.856,1,0.0315,0.949,0.00176,0.118,0.545,78.53,63746,3
"SEVENTEEN","HOT","6I2tqFhk8tq69iursYxuxd",0.765,0.777,5,-4.376,0,0.0399,0.0539,2.58e-06,0.338,0.64,111.944,197587,4
"Mike Faist","Sincerely, Me","4nna9JONFIwr98bcX6tlta",0.677,0.731,7,-5.708,1,0.12,0.168,0,0.103,0.603,97.864,222960,4
"Taron Egerton","Saturday Night's Alright (For Fighting)","5FUs5X7JYgtABl3lbB9HaL",0.497,0.942,0,-3.611,1,0.142,0.00138,0,0.288,0.667,149.864,190267,4
"Lou Reed","Perfect Day","4TOMI010Sd4ZAX4aZ5TS85",0.4,0.267,10,-12.488,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,225000,3
"Haddaway","What Is Love - 7"" Mix","2IHaGyfxNoFPLJnaEg4GTs",0.683,0.772,7,-7.907,0,0.0311,0.0222,0.0149,0.203,0.737,123.871,270373,4
"NewJeans","Cookie","2DwUdMJ5uxv20EhAildreg",0.847,0.638,0,-3.764,1,0.0575,0.0596,0,0.0894,0.661,156.935,235562,4
"Duran Duran","Girls on Film - 2010 Remaster","4EFkvOhgAmlHEfDfvfSoh5",0.725,0.859,7,-6.208,1,0.0636,0.0173,0.0137,0.048,0.53,131.697,212853,4
"Tyler, The Creator","NEW MAGIC WAND","0fv2KH6hac06J86hBUTcSf",0.621,0.73,5,-5.414,0,0.107,0.0967,0.000131,0.673,0.464,139.566,195320,4
"TWICE","Basics","63mL1DdcSFfxVJ9XGnSRQz",0.778,0.8,2,-3.529,1,0.227,0.254,0,0.139,0.585,137.997,176973,4
"Gorillaz","O Green World","4hNPMfFHauPIbOKvdYqFt7",0.672,0.768,0,-7.718,1,0.0347,0.00201,0.905,0.136,0.858,122.583,275000,4
"The Living Tombstone","It's Been So Long","463r5bsN1VqGXtaMctn4Rr",0.564,0.647,10,-6.759,0,0.0407,0.114,0,0.17,0.458,95.923,174395,4
"LE SSERAFIM","ANTIFRAGILE","0bMoNdAnxNR0OuQbGDovrr",0.879,0.784,10,-3.944,0,0.081,0.0759,0,0.125,0.83,105.019,184444,4
"THE DRIVER ERA","Low","4v47bWal8JY2kQgYSnvsOm",0.737,0.811,2,-4.171,0,0.0887,0.0915,0.00035,0.234,0.749,134.986,210445,4
"FIFTY FIFTY","Cupid","739WUU1tPFLO4x4HJq561K",0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,174253,4
"David Bowie","Starman - 2012 Remaster","0pQskrTITgmCMyr85tb9qq",0.486,0.449,5,-10.298,1,0.0267,0.166,2.23e-06,0.54,0.549,100.456,254293,4
"Griffinilla","Below the Surface","5f1j3h5DBkLpGfb90QGFvR",0.713,0.398,0,-8.852,0,0.0319,0.328,1.93e-06,0.057,0.483,104.974,134857,4
"Pharrell Williams","Hug Me","6eVM9lCmIqwGTUOoeH61Lu",0.842,0.622,0,-5.437,1,0.0967,0.0684,0,0.33,0.587,139.927,140733,4
"Julia Michaels","Heaven","6eJ2rRy68QOduhNLW3M1Yy",0.554,0.371,7,-9.104,0,0.0361,0.855,0,0.0838,0.245,199.828,191813,3
"hemlocke springs","girlfriend","7qkNf6D661jZI9yNqw27LA",0.763,0.759,11,-3.925,0,0.0906,0.218,4.24e-05,0.0724,0.964,146.006,133151,4
"mazie","dumb dumb","4qbEaaJ29p32GI8EWQmm6R",0.783,0.472,2,-8.392,1,0.0427,0.22,0.000458,0.0798,0.589,122.052,125256,4
"JIN","The Astronaut","0h7QMc9ZRzA9QJrbEHytn2",0.54,0.761,5,-5.356,1,0.0311,0.00446,2.5e-06,0.137,0.215,124.988,282463,4
"Wallows","Guitar Romantic Search Adventure","38MpHJPfachRo2T0W5zd9O",0.492,0.455,7,-5.786,1,0.0312,0.307,4.17e-05,0.261,0.328,123.474,243987,4
"Tipling Rock","Staring","0lBOxYabLsCS8Hg5ZRaz7p",0.608,0.687,8,-6.447,0,0.0372,0.0417,0,0.0966,0.897,156.95,206333,4
"COIN","Sagittarius Superstar","4E3JYij2hnEDDP0Rgwikq6",0.552,0.653,5,-8.632,1,0.0523,0.29,0.00124,0.247,0.647,119.672,173320,4
"Rebounder","Japanese Posters","403SdJ62eNPjNc94vJQJOu",0.671,0.632,6,-6.635,0,0.0284,0.00743,8.5e-06,0.253,0.829,95.028,156000,4
"TWICE","Signal","15rX80MpEJ2OqW3dPunQvI",0.62,0.761,0,-2.736,1,0.334,0.22,0,0.143,0.626,207.819,196680,4
"XG","SHOOTING STAR","3IelG5zYpWWCZIH4cqWlPV",0.625,0.712,2,-5.996,1,0.0539,0.0229,0,0.252,0.398,163.015,203557,4
"ENHYPEN","Polaroid Love","5elW2CKSoqjYoJ32AGDxf1",0.738,0.67,7,-3.766,0,0.0439,0.458,0,0.361,0.651,138.055,184602,4
"Glee Cast","Thong Song","4OTmh6B8BhIGWmGutOQRZf",0.687,0.845,1,-4.65,0,0.0416,0.0258,0.0247,0.168,0.689,121.465,203600,4
"Danny Elfman","Augustus Gloop","4eX0CeNSZpa6ltSZvRDUgW",0.411,0.577,9,-11.742,0,0.377,0.125,0.034,0.0763,0.516,93.269,190093,4
"Britney Spears","I'm a Slave 4 U","6ldwfK0yWgTAlmIfuQkTYN",0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,203600,4
"Djo","Roddy","5hS8s1Vf4CeSRBT1bTWa39",0.558,0.522,0,-9.161,1,0.0278,0.112,0.0273,0.0686,0.674,179.982,252987,4
"Mazzy Star","Fade Into You","1LzNfuep1bnAUR9skqdHCK",0.42,0.33,9,-13.925,1,0.0275,0.245,0.000679,0.0677,0.175,157.143,295600,3
"Lady Gaga","Judas","0QkWikH5Z3U0f79T9iuF6c",0.661,0.937,10,-3.83,0,0.0744,0.000967,1.59e-05,0.355,0.535,131.001,249067,4
"ENHYPEN","Go Big or Go Home","6IqKFke4ZhKbGYULllEezY",0.766,0.844,10,-3.993,0,0.0575,0.0502,0,0.269,0.823,122.019,201707,4
"Beyoncé","Beautiful Liar","2HWWNoWEEEECwZhAiLg7ib",0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.164,0.418,91.977,199853,4
"TOMORROW X TOGETHER","Blue Hour","3ObPkJQAgjAhTwYvDhPrAW",0.71,0.82,3,-4.362,0,0.0836,0.00962,0,0.0871,0.746,112.005,209105,4
"John Gallagher, Jr.","The Bitch Of Living - Original Broadway Cast Recording/2006","16BIv1FQh44e4IyRlnzTaQ",0.627,0.848,5,-6.123,1,0.0301,0.0167,0,0.0657,0.833,118.926,172267,4
"Joe Anderson","Happiness Is A Warm Gun - From ""Across The Universe"" Soundtrack","0UioJorCEk66Sy5jae8O55",0.576,0.452,1,-9.137,0,0.0417,0.146,0.00156,0.111,0.112,135.923,186693,4
"S Club","Don't Stop Movin'","4dzreTCcGVgeF1vCcd22AC",0.822,0.672,7,-6.133,1,0.0329,0.0285,0,0.213,0.91,117.033,233627,4
"BROCKHAMPTON","BOOGIE","3NuN59jpH3B5cNa2M4r7XG",0.604,0.933,1,-3.034,1,0.214,0.0137,0,0.37,0.28,110.029,193155,4
"Pink Guy","She's So Nice","0Dfctnkk9xIikDKJ06uwzo",0.828,0.577,6,-7.656,0,0.158,0.599,0,0.0814,0.587,86.339,163493,4
"Oasis","Don't Look Back in Anger - Remastered","12dU3vAh6AFoJkisorfoUl",0.328,0.936,0,-3.254,1,0.0628,0.0665,2.61e-06,0.165,0.31,162.97,289560,4
"Colin Firth","Our Last Summer - From 'Mamma Mia!' Original Motion Picture Soundtrack","7bFmXanwZQm6BMV9Nka6Hk",0.635,0.459,7,-7.343,1,0.0244,0.246,0,0.259,0.433,96.056,177627,4
"Dead Kennedys","Holiday in Cambodia","2OuNnwnNQyWrF47pthWxNb",0.133,0.927,7,-5.371,1,0.0741,0.00344,0.00044,0.0915,0.5,197.708,224867,4
"Taron Egerton","Rocket Man","1GFhaSp0LQHDu1IUX5tM9s",0.408,0.466,10,-6.737,1,0.0306,0.131,4.45e-06,0.1,0.119,140.104,270533,4
"Wallows","I Don't Want to Talk","1JiaqVxC0ZKjazNSjjJsnk",0.461,0.908,7,-3.222,1,0.0768,0.0133,1.4e-06,0.309,0.636,162.042,223533,4
"The Night Café","You Change with the Seasons","0nAb06osEKEOyKJs0KBT4m",0.537,0.677,7,-6.334,0,0.0344,0.0215,0.000213,0.107,0.482,104.287,230995,4
"Wallows","WISH ME LUCK","3jOguPISqOdYbXW3AEfaIi",0.365,0.699,8,-6.149,1,0.0334,6.44e-05,0.0358,0.0904,0.264,152.159,203033,4
"The Backseat Lovers","Dugout","2Wbssw1v5pKtnBaQ1doY1Z",0.31,0.537,9,-9.751,1,0.0368,0.016,0.112,0.0861,0.123,112.255,290588,4
"PSY","Gangnam Style (강남스타일)","03UrZgTINDqvnUMbbIMhql",0.727,0.937,11,-2.871,0,0.286,0.00417,0,0.091,0.749,132.067,219493,4
"ENHYPEN","Future Perfect (Pass the MIC)","6PRy17C5LiiN7VCLS6IA98",0.658,0.9,9,-3.479,0,0.264,0.0364,0,0.0771,0.526,156.096,180750,4
"Wallows","1980s Horror Film II","3VzULnaqPKf1deQyZ5W4Ah",0.593,0.658,2,-4.957,1,0.0304,0.0038,0.0126,0.0804,0.27,116.021,235272,4
"IVE","LOVE DIVE","0Q5VnK2DYzRyfqQRJuUtvi",0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43e-05,0.333,0.538,117.941,177187,4
"The Byrds","Mr. Tambourine Man","2HCaIYjkvWSZzaSKUoOh3d",0.456,0.47,2,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336,149467,4
"The Beatles","Nowhere Man - Remastered 2009","5SUlhldQJtOhUr2GzH5RI7",0.534,0.624,4,-9.589,1,0.0462,0.00797,0,0.128,0.687,121.402,163693,4
"Nicki Minaj","Super Freaky Girl - Roman Remix","29NV5l8hdRLDcpUbj5Tzs7",0.946,0.885,2,-2.567,1,0.226,0.0616,5.04e-05,0.336,0.907,133.002,235940,4
"TWICE","Feel Special","3Hz3tTQwOdM6XkA0ALB2G9",0.708,0.959,1,-1.338,1,0.0604,0.0296,0.00188,0.107,0.644,128.981,206867,4
"Taron Egerton","Don't Go Breaking My Heart - Interlude","2I5ZZppwB1lXuZadsLsPdW",0.77,0.712,5,-5.308,1,0.0262,0.311,1.7e-06,0.0853,0.747,130.911,93560,4
"George MacKay","Been Too Long - From ""Been So Long"" Official Soundtrack","0KOaRq8ZO0RctSjrjh309G",0.273,0.277,3,-10.756,0,0.0391,0.868,0.0495,0.0807,0.0503,134.638,265413,3
"BTS","Like","55Ctj6nVfobn9AcPe6sLG2",0.737,0.723,0,-4.165,0,0.0705,0.303,0,0.26,0.783,100.939,231893,4
"The Beatles","Maxwell's Silver Hammer - Remastered 2009","2S8xyNRJX1XQdo3qnTuovI",0.764,0.426,2,-11.045,1,0.0405,0.629,0.000119,0.132,0.726,131.12,207920,4
"Childish Gambino","Me and Your Mama","4AFsRbaLKRWo3dDtjDFA2V",0.545,0.442,5,-12.111,1,0.0352,0.0104,0.0271,0.0664,0.242,118.073,379227,3
"Das Sound Machine","Car Show - From ""Pitch Perfect 2"" Soundtrack","7GR28L303tw1rDCoBtQReR",0.484,0.808,3,-6.024,0,0.234,0.192,0,0.183,0.331,191.69,107667,3
"Taron Egerton","I'm Still Standing","0mb7btREdC3wuIUmuVRgWn",0.579,0.904,10,-4.45,0,0.15,0.00687,0,0.0649,0.713,175.316,187853,4
"Ella Hunt","Turning My Life Around","0qMi96Li5xYgKP54koOpQ0",0.561,0.76,2,-7.78,1,0.0348,0.0229,0.000124,0.309,0.858,180.007,230591,4
"The Beatles","A Day In The Life - Remastered 2009","0hKRSZhUGEhKU6aNSPBACZ",0.364,0.457,4,-14.162,0,0.0675,0.29,0.000106,0.922,0.175,163.219,337413,4
"Austin Butler","Trouble (From The Original Motion Picture Soundtrack ELVIS)","15xfo39yWQRGSbkdcJy0y5",0.443,0.845,0,-6.607,1,0.136,0.00705,0.000136,0.81,0.738,113.031,140880,3
"Elvis Presley","Toxic Las Vegas - Jamieson Shaw Remix (From The Original Motion Picture Soundtrack ELVIS) DELUXE EDITION","7JRTxurpdtXfdWRy8rlHrZ",0.607,0.906,11,-5.247,0,0.112,0.0179,0.000109,0.395,0.705,143.812,172464,4
"The Monkees","Porpoise Song","02tiurLpJcKS0aFVsyvKz3",0.32,0.448,9,-8.786,1,0.0275,0.309,0.35,0.263,0.261,64.426,160320,4
"The Weeknd","Blinding Lights","0VjIjW4GlUZAMYd2vXMi3b",0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040,4
"ENHYPEN","FEVER","0UzymivvUH5s8z4PeWZJaK",0.6,0.713,6,-5.079,0,0.0592,0.0642,0,0.142,0.471,72.999,172107,4
"BLACKPINK","How You Like That","4SFknyjLcyTLJFPKD2m96o",0.812,0.761,11,-5.222,1,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,4
"BIBI","BIBI Vengeance","0ra3bPUOj2YnY4FJHXtgHZ",0.442,0.748,11,-4.718,0,0.0895,0.0272,0.000128,0.0642,0.408,99.981,165135,4
"Arctic Monkeys","No. 1 Party Anthem","5TTGoX70AFrTvuEtqHK37S",0.505,0.698,0,-5.563,1,0.0297,0.33,0.0887,0.0966,0.599,115.013,243132,4
"The Beach Boys","Good Vibrations - Remastered 2001","5t9KYe0Fhd5cW6UYT4qP8f",0.396,0.473,10,-7.67,0,0.0345,0.326,0.000124,0.109,0.385,133.449,219027,4
"Wallows","OK","0APAKxMXB7jdDs4kw1l30y",0.72,0.625,7,-6.274,1,0.0362,0.0112,0.0076,0.0999,0.818,102.006,193293,4
"Blur","Parklife - 2012 Remaster","7FSzJQV6thyoQptFCUTV9c",0.628,0.89,4,-6.094,1,0.0675,0.121,0,0.281,0.722,138.787,185093,4
"ENHYPEN","ParadoXXX Invasion","3OC2C8IpFhbUJTeMe55QYn",0.727,0.863,1,-3.181,1,0.0879,0.0298,0,0.334,0.72,94.952,187490,4
"APEIRON","I don't care how long it takes - Sped Up","1VXIMkipDZqyqPFtQ6oWdF",0.422,0.627,9,-9.355,1,0.0558,0.0614,0.00714,0.173,0.537,85.757,184987,4
"Taron Egerton","Border Song","4d5K3bQpfBAzz5GcQkY4gw",0.52,0.368,0,-6.009,1,0.027,0.611,0,0.0963,0.247,129.887,205200,4
"The Aubreys","Brother","6ILn84pDvU1yFT8JpyVtJF",0.478,0.821,4,-6.943,1,0.0345,0.000219,0.224,0.234,0.942,80.03,147448,4
"The Beatles","She's Leaving Home - Remastered 2009","3PjMtNzwhDHqxoKudm6GvF",0.381,0.214,4,-11.629,1,0.0337,0.944,0,0.106,0.393,127.581,215160,3
"BTS","IDOL","1e8J3XClxZbFmvIHLI8CE4",0.733,0.855,9,-3.211,1,0.118,0.00481,0,0.123,0.42,126.035,222732,4
"Britney Spears","Break the Ice","52K4Nl7eVNqUpUeJeWJlwT",0.712,0.911,5,-3.866,0,0.0445,0.689,8.02e-06,0.107,0.85,117.533,196053,4
"SUNMI","Gashina","0jFHMDRXxKaREor3hBEEST",0.722,0.833,6,-3.915,1,0.094,0.0556,0,0.195,0.53,93.941,180000,4
"Black Eyed Peas","Don't Phunk With My Heart","4MtDnnAJ1AtWit10FRmZdW",0.689,0.929,5,-2.76,0,0.0608,0.00933,0,0.548,0.609,130.899,239773,4
"Declan McKenna","Brazil","4sNG6zQBmtq7M8aeeKJRMQ",0.687,0.617,4,-5.213,1,0.0287,0.0941,1.27e-05,0.0898,0.665,121.079,252307,4
"The Strokes","The Adults Are Talking","5ruzrDWcT0vuJIOMW7gMnW",0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053,4
"Dayglow","Then It All Goes Away","7MzjD4Ayl07w0TRsYSqfCh",0.683,0.817,2,-3.061,1,0.0332,0.0184,2.32e-05,0.0807,0.964,140.019,183440,4
"Tom Petty","I Won't Back Down","7gSQv1OHpkIoAdUiRLdmI6",0.765,0.476,7,-13.487,1,0.0329,0.0504,2.76e-06,0.165,0.965,114.02,178360,4
"The Housemartins","Happy Hour","2W2NZsTbCxpOYoa9sHEr4k",0.553,0.824,10,-10.306,1,0.039,0.115,7.52e-06,0.129,0.941,96.45,143507,4
"Heaven 17","Temptation - 12"" Version / Remastered 2016","6iylqkbmhmMuALYYrvoh2y",0.725,0.884,10,-5.161,0,0.1,0.036,1.05e-05,0.105,0.364,126.785,214093,4
"LE SSERAFIM","Impurities","7mYwDmbbp8UPLlnRjTJ54X",0.597,0.766,9,-4.192,0,0.0982,0.244,0,0.0664,0.453,180.126,196365,4
"Brave Girls","Rollin'","6SQUopvuZyrWYjYayxxSXl",0.691,0.859,1,-4.118,1,0.112,0.0302,0,0.165,0.541,124.958,197747,4
"NewJeans","OMG","65FftemJ1DbbZ45DUfHJXE",0.804,0.771,9,-4.067,0,0.0433,0.357,3.07e-06,0.108,0.739,126.956,212253,4
"New Order","Blue Monday","6hHc7Pks7wtBIW8Z6A0iFq",0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,449160,4
"WONHO","Ain't About You (feat. Kiiara)","1hrFtyabFmFVelM1SRPOnm",0.781,0.593,7,-7.65,0,0.18,0.42,0,0.317,0.926,110.033,204334,4
"Nena","99 Luftballons","2IJftBfq7pJ43tfnOR0RB3",0.636,0.467,4,-10.1,1,0.0421,0.0915,1.7e-06,0.117,0.58,96.639,231467,4
"Taron Egerton","The Bitch Is Back - Introduction","56GHF0TDQWvhdRKs0cRwhX",0.368,0.576,8,-5.337,1,0.0455,0.232,8.79e-06,0.13,0.32,138.022,112480,5
"Scott Barnhardt","Turn It Off","3BvdyscylBbOhf0TL2S0yH",0.552,0.41,5,-10.549,1,0.42,0.652,0,0.555,0.626,141.845,303360,3
"The Wanted","Glad You Came","5yDL13y5giogKs2fSNf7sj",0.722,0.851,7,-3.873,0,0.0639,0.0319,0,0.108,0.452,126.885,197936,4
"NMIXX","O.O","44zfpg3ndtGESsgpTbWeyE",0.389,0.77,11,-3.92,0,0.297,0.0368,3.79e-06,0.0598,0.295,200.263,172936,4
