"artistName","trackName","trackID","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"Matt Maltese","Curl up & Die","0mDn9q0XZBVI3xICivkTY1",0.615,0.281,11,-8.468,1,0.0273,0.874,0.537,0.108,0.233,131.979,202022,3
"Conan Gray","Astronomy","2JN3ugW1cEahbYw0I5mw5U",0.474,0.343,4,-8.571,0,0.027,0.578,2.65e-05,0.305,0.152,145.115,243907,3
"NIKI","Lose","530l1XggFTVKZIM3khE10r",0.39,0.316,0,-8.13,1,0.0294,0.849,0,0.124,0.221,133.51,256001,4
"EKKSTACY","i want to sleep for 1000 years","7mkzJI9BqAO3twUNuv4Nen",0.599,0.696,2,-5.97,1,0.0235,0.0811,0.692,0.0848,0.327,99.99,135667,1
"Cults","Gilded Lily - Sped Up","0M6urYKXizSJgtuipqmctu",0.382,0.586,1,-6.402,0,0.031,0.484,7.7e-06,0.167,0.119,68.156,192727,4
"Sarcastic Sounds","Disappointment (feat. Rxseboy)","6Xoe3jKnSFKSzsQ8kdDT7I",0.657,0.821,0,-5.655,1,0.232,0.686,0,0.0736,0.823,169.897,142092,4
"Hashir","MOUNTAIN MAN","5QgWM6F0Nej8yrgonRJeOC",0.52,0.529,2,-14.395,1,0.128,0.463,0.69,0.194,0.144,172.11,80930,4
"Dream, Ivory","Sometimes I Wonder","0iKLueOVAQckHVMqBYOx9B",0.642,0.833,7,-3.425,1,0.0278,0.0283,0.887,0.0794,0.192,119.994,121648,4
"EKKSTACY","i walk this earth all by myself","6oofvZ4K8vBHnCT1oKERcd",0.595,0.588,10,-11.313,1,0.0624,0.507,0.781,0.113,0.518,166.061,145634,4
"EKKSTACY","im so happy","76EfqbJHiagsv41TNAf4Ko",0.545,0.677,0,-6.12,0,0.032,0.00284,0.906,0.328,0.435,95.014,139147,4
"Hotel Ugly","Grandmother","6xuanMNaG2dTziSnRmZdyG",0.742,0.194,11,-13.175,0,0.0299,0.275,0.108,0.0652,0.549,125.007,153621,4
"salvia palth","(dream)","39iczvfNkZstM8KY8dNDFC",0.328,0.301,0,-13.283,1,0.0366,0.926,0.825,0.118,0.167,147.398,84741,4
"Eyedress","Anything for You","1wVQepS7qZQ0P6kEzbWwAm",0.531,0.495,2,-11.262,1,0.0247,0.241,0.346,0.135,0.762,90.044,89333,4
"Joji","Demons","77UXyXy6qie0sOtLdEIH4A",0.458,0.378,2,-11.354,0,0.15,0.416,0.0919,0.0966,0.037,168.232,176804,3
"TV Girl","Blue Hair","39sDitIeCMrVX2QyXHY46t",0.751,0.72,4,-6.376,1,0.0303,0.554,0.0497,0.258,0.884,135.73,217000,4
"Kxllswxtch","WASTE - Sped Up Version","72XhVH8vlREICt6NmT623Q",0.592,0.227,2,-10.329,0,0.031,0.836,0.00535,0.116,0.178,79.365,100500,4
"Yot Club","Fly Out West","0ASIqnVJvN1GmH1xEBdf2a",0.499,0.666,2,-15.61,1,0.0446,0.417,0.461,0.0715,0.405,173.325,174212,4
"keshi","atlas","0PQK5efczMVIIjScPRZYH5",0.602,0.491,5,-6.764,1,0.0308,0.661,0,0.113,0.176,119.964,171520,4
"Jeremy Zucker","selfish","6D5zOotZNjLN98bXOfhAYm",0.536,0.413,7,-9.008,1,0.385,0.521,1.71e-06,0.104,0.668,80.814,198907,4
"Rich Brian","Drive Safe","6R7r9D8PQTijGlKbWgXhH7",0.412,0.312,7,-8.123,1,0.0304,0.635,0,0.138,0.391,98.182,240118,4
"Sky McCreery","Insane","3mLFCocZgUvih60frphM6l",0.806,0.405,6,-11.277,0,0.0727,0.508,0.0915,0.104,0.329,119.961,166390,4
"Lauv","Paris in the Rain","2MOoIbJWIYikwIXjBDe26i",0.406,0.408,3,-9.419,1,0.053,0.771,7.88e-06,0.394,0.525,79.705,204712,4
"Bazzi","Beautiful","4VUwkH455At9kENOfzTqmF",0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,180000,4
"Alina Baraz","Off the Grid (feat. Khalid)","3U62bHMhP7bKAFYMkn3fNx",0.679,0.533,10,-8.454,1,0.0766,0.313,0.0336,0.171,0.521,83.502,200303,4
"Kxllswxtch","OH... LOVE?","1QktFQf2WgxGwgbGvGsHeW",0.789,0.495,6,-8.34,0,0.0347,0.35,0.136,0.135,0.572,164.03,147805,4
"Doja Cat","You Right","0k4d5YPDr1r7FX77VdqWez",0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,4
"Brent Faiyaz","ALL MINE","3XgGQ1wjo5khvq2UImjyNF",0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,216063,4
"ZAYN","Better","5CBnWXD8M7e8Q6WubFLtXy",0.696,0.409,2,-7.135,1,0.235,0.354,0,0.132,0.0962,84.652,174520,4
"UMI","Down to Earth","5QzdYVqeAPnlBfbuJQ2AaO",0.609,0.335,0,-9.378,1,0.0372,0.236,0,0.0595,0.342,85.077,201933,4
"BENEE","If I Get To Meet You","14rNxRzrnsyqDZ8PRfV1k3",0.679,0.682,2,-7.096,1,0.0627,0.494,0.0558,0.0786,0.799,157.064,182336,4
"Alina Baraz","More Than Enough","1tNK6PDCrJLEa2AQBCEfjP",0.648,0.531,2,-5.886,0,0.0345,0.26,0.000897,0.12,0.253,143.008,151462,4
"NIKI","urs","4EMTe461jubpxPqFfVA0Rp",0.742,0.415,0,-9.527,1,0.352,0.833,1.29e-06,0.0893,0.238,94.88,156501,4
"Kid Travis","Strawberry Skies","458EaCXcB9TRBoJEDVcdcr",0.65,0.462,11,-6.587,0,0.089,0.366,0,0.159,0.649,89.887,165333,4
"Jeremy Zucker","you were good to me - shallou remix","4yQluMXsIRql36ErBHux2f",0.358,0.435,2,-9.198,1,0.0717,0.173,0.00106,0.0986,0.336,155.908,229205,4
"Sarah Kang","Summer Is for Falling in Love","6yfGer1TKpxOjhSd5eL0DL",0.542,0.417,11,-8.05,1,0.218,0.469,6.87e-06,0.139,0.279,75.279,186467,4
"SZA","Seek & Destroy","6eT2V7nKXyMf47TwPbtgAD",0.651,0.647,1,-5.415,1,0.0654,0.437,0.175,0.205,0.345,152.069,203733,4
"Tim Atlas","Courtside","5TzpCPx20n4hELdE9Vw6ZQ",0.71,0.83,0,-7.208,1,0.03,0.0518,0.00523,0.353,0.936,129.02,146484,4
"The Millennial Club","girls that ain't u","1YeqLEvaNePGsKvdm055f6",0.521,0.546,0,-8.346,1,0.102,0.704,4.45e-05,0.0811,0.373,74.779,156851,4
"Tim Atlas","Tangerine","2EgfLUS0jNiujIWc3ZLEtn",0.776,0.378,0,-8.035,1,0.0322,0.435,0.00187,0.11,0.453,135.981,175861,4
"Gentle Bones","Shouldn't Have To Run","1sD6rUEzcFqEYsZlwcxIBk",0.372,0.461,9,-8.732,1,0.0561,0.0637,1.37e-05,0.599,0.412,94.982,165971,4
"Kxllswxtch","DISASTER","2Cp55Ka4ccy5JJRe6gBW8c",0.872,0.639,9,-9.601,0,0.0352,0.824,0.0118,0.118,0.868,128.005,139219,4
"Laica","Nobody Else but You","17BN6uaGdmPuc9HhCRTNlB",0.58,0.561,8,-5.753,1,0.0541,0.0515,0,0.115,0.331,94.929,199294,4
"Kxllswxtch","HAVE YOU SEEN MY MIND?","3yd2FlbeVXrF5wnQr3wm5M",0.787,0.782,9,-7.681,0,0.0376,0.0338,0.212,0.0963,0.842,122.017,154173,4
"Post Malone","I Like You (A Happier Song) (with Doja Cat)","0O6u0VJ46W86TxN9wgyqDj",0.733,0.67,5,-6.009,1,0.0751,0.121,0,0.121,0.472,100.964,192841,4
"lost spaces","35.mm","1JjEdM4PzGEUXxttBXsOW1",0.65,0.401,0,-9.271,1,0.143,0.42,3.11e-05,0.371,0.534,100.082,204032,4
"Weston Estate","So Good","0ZpHuEhi1CvOJgrqOSy8mv",0.795,0.584,8,-5.758,0,0.0396,0.172,2.99e-05,0.103,0.785,127.05,146274,4
"Jesse Barrera","Constant","12ZYXSzFJUSrFyO1u3Ylqx",0.668,0.427,9,-8.74,1,0.0271,0.492,1.44e-05,0.201,0.604,87.031,190348,4
"Micah Edwards","All for You","3AQpX7Bh0pU4SCTmNyObfA",0.506,0.349,0,-9.09,0,0.0575,0.658,0.649,0.196,0.615,153.885,176262,4
"Rangga Jones","Make Me Wanna","3spheePAIR3lvJ5ljJ1BV0",0.712,0.516,6,-9.459,0,0.0599,0.47,4.66e-05,0.327,0.549,140.043,139714,4
"Public Library Commute","Brand New","1TRHwiSXrMvJdlv46IVRM4",0.814,0.681,11,-8.002,1,0.04,0.383,0.0256,0.271,0.963,132.023,156381,4
"Devin Kennedy","Something Bout That Feeling","0pH9ckmrcCM6O0MTart24w",0.69,0.397,5,-6.514,1,0.0453,0.064,0,0.0784,0.772,203.723,132689,4
"Chris James","The Green","2CrCVJ0i4AW0WjD3e7ckLg",0.715,0.342,3,-8.379,1,0.0302,0.472,4.07e-05,0.123,0.395,68.994,169219,4
"hevel","STAR CITY CAFE","4i9zZb6mPKfQRXRb5HKjSw",0.742,0.415,9,-9.024,1,0.06,0.453,0,0.108,0.414,91.093,139780,4
"SZA","Miles","4pHy0gmjfpD0Fgond5c4Ta",0.64,0.356,7,-11.563,1,0.0612,0.965,0.000214,0.109,0.574,122.531,69729,5
"Devin Kennedy","No Worries","71svRTPSKOYAu9IA84S2WU",0.772,0.44,2,-11.046,1,0.0549,0.434,0,0.181,0.472,109.962,161535,4
"Ruel","as long as you care","0GQqQ7dA7B4mcEktSZaOUp",0.55,0.591,1,-6.833,1,0.0377,0.00692,0,0.11,0.308,78.68,193189,4
"brb.","juice","0W1jDXkALMfPqheeSEEk5x",0.735,0.576,11,-10.496,0,0.0428,0.0163,0.000155,0.102,0.847,130.018,195692,4
"Christian Kuria","Toroka","6RMltEudPPFoJuUoshxRBB",0.641,0.438,5,-7.029,1,0.132,0.905,0.000134,0.108,0.343,67.529,202075,4
"88rising","I Love You 3000 II","3Kusq0EGjylPVR8RX4kcuR",0.435,0.34,6,-9.109,1,0.0656,0.852,0,0.412,0.356,179.735,209643,4
"AJ Mitchell","Like Strangers Do","0Wc6cbF38a90b8wov9V63F",0.633,0.242,3,-8.523,0,0.0761,0.515,0,0.0839,0.694,98.219,160791,4
"Jesse Barrera","No Reservations","60DFlM3IXtn4y1yvbbGbfO",0.614,0.608,5,-7.002,1,0.0276,0.105,4.02e-06,0.0999,0.767,97.944,183358,4
"Dhruv","Blur","15IfeWfzxJtcKBgx6oDHvl",0.747,0.789,0,-3.789,0,0.039,0.0651,2.42e-05,0.0727,0.646,118.035,220551,4
"demxntia","overthinking","7xx2Ku5iifWgkc0w2By4TR",0.708,0.574,7,-5.124,1,0.0343,0.669,0,0.0797,0.161,115.055,115793,3
"Hojean","Hold Me","3EnsM1Y8cEb6OLDloYhss6",0.727,0.47,8,-8.75,1,0.0318,0.46,0.0247,0.0979,0.653,83.994,163689,4
"The Weeknd","Less Than Zero","2D4dV2KXDTszzJ3p3cFqhA",0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,211814,4
"Mokita","With You","5Lu0vv78RmKZeBPpP1N8za",0.648,0.607,11,-6.399,1,0.0577,0.3,0,0.163,0.356,154.901,154651,4
"MAX","Blueberry Eyes (feat. SUGA of BTS)","5dn6QANKbf76pANGjMBida",0.746,0.611,0,-7.034,0,0.101,0.454,0.000922,0.133,0.411,149.967,172245,4
"Selena Gomez","My Mind & Me","0XER3HPMx223xWaAgNKp4Y",0.6,0.389,9,-5.727,1,0.0337,0.566,0,0.0826,0.244,143.577,147597,4
"Ariana Grande","test drive","3eZYOQO4UzKrUDYDghtnFw",0.698,0.708,9,-4.943,0,0.0454,0.0251,0,0.124,0.322,115.036,122174,4
"Khalid","Satellite","1G9hDB1bmxz131N9svQ8pY",0.741,0.73,7,-7.07,1,0.0349,0.0279,0.000264,0.0851,0.725,124.001,186515,4
"Charlie Puth","No More Drama","2g3afkZqrBxT9RWNSPSWa7",0.555,0.648,11,-6.539,0,0.296,0.693,0.000644,0.128,0.641,195.887,140041,4
"LANY","Congrats","6jh0yy5AjOnuWBA5P9L2yj",0.551,0.491,0,-7.354,1,0.0255,0.0405,0,0.105,0.318,84.003,217470,4
"Hailee Steinfeld","End This (L.O.V.E.)","04fBskFuMgIx0T0ob7uIhd",0.621,0.427,11,-9.733,0,0.333,0.323,8.35e-06,0.135,0.408,192.183,183218,4
"Marshmello","Be Kind (with Halsey)","3Z8FwOEN59mRMxDCtb8N0A",0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,172762,4
"Lauv","Stranger","3aUD2nXnCYiGd9V1UhfyRz",0.65,0.538,5,-7.511,1,0.0464,0.128,4.95e-06,0.127,0.501,153.179,164689,4
"MAX","Checklist (feat. Chromeo)","3rT0YIyiE1n8JAUpBCUudE",0.791,0.792,7,-4.023,0,0.0349,0.0709,0,0.196,0.873,123.059,135181,4
"Ariana Grande","thank u, next","3e9HZxeyfWwjeyPAMmWSSQ",0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207320,4
"Why Don't We","8 Letters","4zRZAmBQP8vhNPf9i9opXt",0.607,0.478,1,-5.702,0,0.031,0.649,0,0.0928,0.255,88.979,190027,4
"Ariana Grande","positions","35mvY5S1H3J2QZyna3TFe0",0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,172325,4
"Ariana Grande","goodnight n go","14kYOiFVPb7E7NfFbqhdln",0.708,0.454,1,-7.07,1,0.0395,0.0217,0,0.073,0.24,110.963,189507,4
"Charlie Puth","Charlie Be Quiet!","2NGPPfcQfNm3f2ym3WHBuf",0.753,0.662,8,-4.25,1,0.0702,0.205,3.66e-06,0.0851,0.466,94.958,128364,4
"Tai Verdes","sheluvme","6QPsWusy5itp7ip1hW7QNa",0.583,0.677,8,-5.208,1,0.281,0.492,2.2e-05,0.23,0.719,81.034,150840,4
"Ariana Grande","everytime","0WdR2AyLW1Drd3OUdwezM0",0.71,0.614,10,-6.757,0,0.0431,0.186,0,0.0974,0.658,148.152,172107,4
"Harry Styles","Satellite","0rzaRSujxA0bKyjJl6vHYq",0.576,0.457,0,-6.473,1,0.0304,0.143,3.05e-05,0.0917,0.301,138.984,218577,4
"Doja Cat","I Don't Do Drugs (feat. Ariana Grande)","0FFsgUoFibYISzMxuGS61W",0.683,0.615,5,-5.737,1,0.0966,0.222,8.25e-06,0.154,0.45,77.014,188893,4
"Niall Horan","Heaven","5FQ77Cl1ndljtwwImdtjMy",0.57,0.756,5,-3.394,1,0.0257,0.0497,0,0.33,0.72,91.972,186043,4
"FINNEAS","I Don't Miss You at All","1uTeYqdZf9oYwgkhE0hlf0",0.839,0.316,1,-7.57,0,0.224,0.609,4e-04,0.103,0.531,148.094,128916,4
"The Weeknd","Die For You - Remix","7oDd86yk8itslrA9HRP2ki",0.531,0.525,1,-6.5,0,0.0671,0.232,0,0.441,0.502,66.9,232857,4
"Weston Estate","Cotton Candy","2UvMgTm9y3lStOyQE2yxKA",0.606,0.275,10,-10.004,1,0.0288,0.39,0,0.135,0.19,81.041,154074,4
"FINNEAS","Let's Fall in Love for the Night","4pfhgOylRLcBll5JjUsJZj",0.737,0.408,5,-7.941,1,0.104,0.802,0,0.171,0.374,127.918,190348,4
"Billie Eilish","bitches broken hearts","5t3Vk8bRKylx4fjj7qlbib",0.778,0.422,0,-10.114,1,0.0482,0.921,0.00924,0.0958,0.187,120.033,176472,4
"Billie Eilish","bellyache","51NFxnQvaosfDDutk0tams",0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,179172,4
"Post Malone","Circles","21jGcNKet2qwijlDFuPiPb",0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4
"eaJ","Car Crash","6mZ6SNzhdYJg9cN22RoZip",0.681,0.679,0,-6.699,1,0.0414,0.0063,0.000109,0.175,0.262,124.966,186453,4
"Jeremy Zucker","somebody loves you","5bP2w6Jfk5L44Mf2vqxhAl",0.745,0.57,7,-7.748,1,0.188,0.323,4.02e-05,0.119,0.709,95.012,206587,4
"Weston Estate","Hypnotized","2G3l5uYzMqVAgEjcF8XtRj",0.636,0.419,7,-6.462,1,0.0542,0.242,2.5e-06,0.0918,0.175,159.848,209250,4
"Billie Eilish","ocean eyes","2uIX8YMNjGMD7441kqyyNU",0.475,0.37,4,-7.725,0,0.0361,0.819,0.0577,0.0841,0.157,144.828,200560,4
"5 Seconds of Summer","Lie To Me","3567eNX2L3RkkMkwspncMH",0.633,0.478,0,-5.571,1,0.0359,0.0115,0,0.103,0.692,159.951,150467,4
"Sam MacPherson","Crash Course","75p5bRmvl6VErq5BJrKBOr",0.684,0.756,1,-5.989,1,0.0346,0.0775,0,0.206,0.818,131.946,121040,4
"keshi","summer","0LqCvXVNvcnkq78sCQsoO0",0.717,0.453,8,-9.394,1,0.0532,0.144,0,0.12,0.483,85.005,165213,4
"Luke Chiang","Used to Me","5NF5TV9zGZ9QLKLf7Oq05T",0.797,0.512,5,-7.315,0,0.143,0.318,8.98e-06,0.352,0.691,100.029,179544,4
"Post Malone","Wrapped Around Your Finger","6Kfoo60npYPdvNxMPMiDpX",0.744,0.628,2,-5.435,1,0.0287,0.0493,0,0.317,0.539,119.966,193565,4
"Ariana Grande","fake smile","3wFLWP0FcIqHK1wb1CPthQ",0.45,0.619,9,-7.412,1,0.372,0.329,0,0.319,0.427,83.3,208880,4
"Arin Ray","ZZZ","4xIu2nzN4tz1X4R0cNU5VU",0.63,0.198,5,-8.018,1,0.0458,0.0195,0.00217,0.0939,0.648,79.959,128398,4
"brb.","move","2Ryp5LkAWyJwRqoFd8N7Kk",0.661,0.633,5,-8.819,0,0.052,0.0227,9.86e-05,0.104,0.782,104.934,148571,4
"Eric Nam","Any Other Way","0VjAIeSvXNYyshkoQ73Jvi",0.709,0.692,9,-5.712,0,0.131,0.168,0.00249,0.144,0.55,81.03,168200,4
"The Weeknd","Wasted Times","7DKS0rX27cCEPsK0R6tFWS",0.56,0.678,10,-6.167,0,0.0581,0.61,1.42e-05,0.111,0.29,122.585,220293,4
"bixby","endlessly","0hwtCNaxCMWoZZPHjUAETA",0.614,0.816,11,-5.889,0,0.036,0.371,4.11e-05,0.106,0.602,144.961,125793,4
"Christian Kuria","Losing You","186AzR054q9nSWYSI3qr8D",0.674,0.455,0,-7.835,0,0.036,0.46,0.00196,0.176,0.885,80.023,248069,4
"The Weeknd","Heartless","6bnF93Rx87YqUBLSgjiMU8",0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,198267,4
"Jeremy Zucker","Sociopath","4DAcGCqgdTk02tDMx92sfx",0.596,0.467,7,-9.991,1,0.0337,0.482,0,0.255,0.306,140.031,195253,4
"Claire Rosinkranz","Tough Guy","5mYIM5oLxFYgq2x589nir7",0.687,0.405,11,-8.37,1,0.2,0.676,0,0.339,0.539,160.194,187000,4
"Ariana Grande","break up with your girlfriend, i'm bored","4kV4N9D1iKVxx1KLvtTpjS",0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.106,0.335,169.999,190440,4
"keshi","GET IT","4LaZ8RpIP6DIgN73bXQVlO",0.619,0.71,4,-7.661,0,0.0686,0.224,0.000395,0.218,0.313,170.119,151302,4
"brb.","your love","1BrB7PB1sOwaVZsrLaWInN",0.63,0.568,5,-9.051,0,0.0695,0.0658,0,0.102,0.785,157,155924,4
"Jeremy Zucker","supercuts","4PyMK7JTcu6l30D8KogokR",0.807,0.539,11,-8.193,1,0.124,0.0789,0,0.0928,0.755,127.992,206600,4
"Post Malone","Goodbyes (feat. Young Thug)","0t3ZvGKlmYmVsDzBJAXK8C",0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.068,174853,4
"Ariana Grande","7 rings","6ocbgoVGwYJhOv1GgI9NsF",0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,178627,4
"88rising","Indigo","6y0WlFecBZMaIlitqe9bNg",0.819,0.664,7,-5.612,1,0.0828,0.0959,1.89e-06,0.263,0.709,144.992,173473,4
"Claire Rosinkranz","stuck on us","5GIsnSmSyFM8dI3e4dP1G5",0.541,0.862,2,-6.674,1,0.0329,0.00572,0.000106,0.644,0.472,145.013,175312,4
"TY:DEL","so in love (tonight)","57uhIkEuISiIlYEC6ea66V",0.778,0.544,9,-9.252,1,0.0689,0.262,2.24e-06,0.0836,0.863,150.995,148609,4
"keshi","bandaids","2ZP85Jq4K27V6WWVXfINSR",0.619,0.294,2,-13.019,1,0.0305,0.83,5.18e-05,0.103,0.311,100.075,215960,4
"JUNNY","solo","28WoBIA4EDVvxiraTv2KZ2",0.626,0.584,0,-6.913,1,0.102,0.782,0,0.208,0.408,102.045,183360,4
"Claire Rosinkranz","Sugar Water","6PGPpQcsbVT9MNRX58jjOf",0.728,0.264,7,-12.246,1,0.0668,0.775,0,0.107,0.342,130.123,167705,4
"John K","if we never met","3D2H0RZzOXziswr9UHbpyb",0.958,0.376,8,-7.063,1,0.0523,0.171,0,0.13,0.331,107.964,145316,4
"Troye Sivan","YOUTH","1cOyWWUr3oXJIxY0AjJEx9",0.628,0.737,7,-4.437,1,0.041,0.0625,0,0.0777,0.592,91.507,185194,4
"Pink Sweat$","I Feel Good","3lUQpvfWFcxZC3RYAVGE7F",0.803,0.75,11,-4.67,1,0.0551,0.0233,3.87e-05,0.045,0.628,106,136058,4
"keshi","goes to waste","3bPoXD94h9nopjEUeqdb97",0.563,0.327,0,-11.877,0,0.0383,0.606,7.14e-05,0.111,0.0686,170.037,136609,4
"Wallows","Remember When","5naar7XewEOAjOywIp6Jjq",0.504,0.708,11,-5.896,0,0.0343,0.00112,0.000424,0.788,0.51,82.009,155147,4
"Joji","CAN'T GET OVER YOU (feat. Clams Casino)","4nNkJfikVQKYXBhen1sT08",0.902,0.316,9,-8.797,1,0.331,0.684,0.0771,0.0853,0.844,129.93,107077,4
"Gervs","Another Day","5VohBtbRib5UyaSDuXVc1y",0.547,0.362,4,-4.347,1,0.0453,0.838,3.13e-06,0.314,0.639,172.024,145182,4
"SZA","Blind","2CSRrnOEELmhpq8iaAi9cd",0.461,0.279,9,-11.776,0,0.0373,0.911,0,0.205,0.599,114.225,150720,4
"Luke Chiang","Home","71nnhckUPfuphvyYJx6l01",0.808,0.331,0,-8.216,1,0.0439,0.254,1.61e-05,0.13,0.418,93.006,170952,4
"Khalid","Outta My Head (with John Mayer)","09oZ9eXQ2fo6YDrPzJqAoP",0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,177067,4
"keshi","GABRIEL","4RfjLV2FwnrxCjhCA3ZHf0",0.316,0.0679,11,-10.589,1,0.0431,0.957,0,0.102,0.431,131.186,128780,3
"88rising","History","63rXwo2Psi90zWPAoEpyeB",0.718,0.589,1,-8.163,1,0.144,0.611,0.000257,0.0982,0.417,75.027,207308,4
"Ariana Grande","My Everything","0fonaf88IEDQM309zmU80L",0.622,0.586,3,-6.241,0,0.0356,0.0735,7.41e-06,0.0803,0.434,145.08,217053,4
"The Weeknd","Hurt You","6QdnKD1zwEgyOWtkrdzlOF",0.476,0.718,5,-7.227,0,0.149,0.263,0.00261,0.109,0.361,183.932,230027,4
"keshi","talk","0b8Sf6sJqXOr9cP6tQ7QQx",0.644,0.74,10,-6.233,1,0.0323,0.455,0,0.1,0.718,140.033,174404,4
"The Weeknd","Starry Eyes","6zzdyvVWjGrQBraSvuqJPY",0.309,0.418,9,-8.622,0,0.031,0.465,7.58e-05,0.295,0.146,134.23,148000,4
"Post Malone","Better Now","7dt6x5M1jzdTEt8oCbisTK",0.68,0.578,10,-5.804,1,0.04,0.331,0,0.135,0.341,145.038,231267,4
"Lauv","Mean It","6mXdCcFnPKQznj4CmMRmHC",0.747,0.45,7,-8.543,1,0.0919,0.0407,0,0.17,0.329,96.001,232853,4
"GEMINI","Broken Love","6GehOJs060WzAi78QArj7p",0.708,0.543,7,-3.614,0,0.169,0.41,5.15e-05,0.0771,0.639,89.976,173240,4
"SZA","Low","2GAhgAjOhEmItWLfgisyOn",0.698,0.546,0,-7.234,0,0.0559,0.425,0.00314,0.16,0.335,145.044,181080,4
"Shawn Mendes","Lost In Japan","79esEXlqqmq0GPz0xQSZTV",0.713,0.738,10,-6.784,1,0.374,0.255,0,0.106,0.425,105.027,201200,4
"Emotional Oranges","Sundays","2yj8xbWxfrW8azD7VDQBER",0.737,0.558,7,-7.596,0,0.0275,0.225,0.106,0.124,0.416,97.992,189093,4
"Keenan Te","Dependent","1tzcBtPgQEcYvzi4lBuVgM",0.474,0.336,5,-13.871,1,0.108,0.907,2.71e-05,0.121,0.458,74.961,198320,4
"NIKI","Vintage","1dgXgUbDPavCqQoJ9sS6XP",0.771,0.816,2,-7.104,1,0.0581,0.0114,0.000963,0.339,0.438,104.958,177320,4
"Zedd","Good Thing (with Kehlani)","5aUSEPNd3m5xliFK4pn5mU",0.693,0.564,1,-3.857,0,0.0378,0.399,0,0.0409,0.574,185.913,210901,3
"Billie Eilish","my boy","1RGasjWLZ4qMN7wbtkLa3u",0.692,0.394,11,-8.745,0,0.207,0.472,0.000191,0.117,0.324,89.936,170852,4
"88rising","Strange Land","2PGB0U1z6IZ5GpfOYIVrbV",0.656,0.265,10,-15.357,0,0.0495,0.903,0.385,0.115,0.158,74.982,175734,4
"5 Seconds of Summer","BLENDER","5bV5ro4rvBpgxo7nAeveiT",0.67,0.665,8,-5.47,1,0.104,0.0293,2.19e-05,0.101,0.694,161.99,147744,4
"rei brown","Honest","6AVW9JOaA33mRsUVRJ0QGn",0.798,0.44,5,-8.96,1,0.0319,0.825,0.0107,0.111,0.429,94.961,156632,4
"Adam Fan","I Don't Gotta Know","4bToS6CYQw8A9IDGPVmkjW",0.736,0.486,4,-8.529,1,0.38,0.28,0,0.351,0.784,160.066,163500,4
"Christian French","golden years","2Zq6HL3bAUvruRj20qJKzu",0.545,0.577,1,-7.811,1,0.117,0.431,0,0.182,0.68,75.022,169747,4
"Khalid","Backseat","2LTFSIFfYR9tjPdzX4if0Z",0.732,0.576,9,-7.454,0,0.0392,0.0223,0.0062,0.175,0.302,134.045,174947,4
"Devin Kennedy","Hurt U","3fZ31KU4L6HjkiFBVH7rz9",0.678,0.558,2,-8.235,1,0.0526,0.573,0,0.105,0.574,147.98,172493,4
"Billie Eilish","wish you were gay","3Fj47GNK2kUF0uaEDgXLaD",0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,221543,4
"Ariana Grande","better off","3NbTQ8ZbHU6MSEVUFAVCJ9",0.597,0.524,11,-7.247,1,0.0537,0.216,0,0.112,0.0549,92.568,171333,4
"Billie Eilish","when the party's over","43zdsphuZLzwA9k4DJhU0I",0.367,0.111,4,-14.084,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077,4
"Keenan Te","Scars","5SjfjoYaRJ5jycgqwV0ow0",0.571,0.496,8,-7.627,1,0.0571,0.545,0,0.107,0.383,144.925,192000,4
"Sam MacPherson","Last Minute","0i7Ps1oPnc0IfUAeKiktY2",0.577,0.283,1,-9.235,1,0.0821,0.577,0,0.507,0.48,143.915,133253,4
"Charlie Puth","Empty Cups","7k7JKDjCd9zuL0iF7iWaNs",0.77,0.555,4,-6.361,1,0.0754,0.224,1.78e-06,0.0754,0.776,100.035,170947,4
"Weston Estate","Pears","06nKF46jG8p1zwyP4ziAyG",0.607,0.599,5,-6.481,0,0.0558,0.534,0,0.111,0.192,82.013,141878,4
